step	Energy 					Momentum
3839  1.0037450172412834e+00  1.2534547755517125e+00
3840  1.0037450172412830e+00  1.2522273699757249e+00
3841  1.0037450172412845e+00  1.2536510227839464e+00
3842  1.0037450172412834e+00  1.2544795154257404e+00
3843  1.0037450172412856e+00  1.2526339429388376e+00
3844  1.0037450172412843e+00  1.2532657919029921e+00
3845  1.0037450172412861e+00  1.2535368552854436e+00
3846  1.0037450172412827e+00  1.2554774958365564e+00
3847  1.0037450172412821e+00  1.2557374448443341e+00
3848  1.0037450172412843e+00  1.2550494768031495e+00
3849  1.0037450172412823e+00  1.2550137904997909e+00
3850  1.0037450172412823e+00  1.2536261396533519e+00
3851  1.0037450172412847e+00  1.2530797014248798e+00
3852  1.0037450172412870e+00  1.2513454799266586e+00
3853  1.0037450172412834e+00  1.2529735962460400e+00
3854  1.0037450172412856e+00  1.2541436584013019e+00
3855  1.0037450172412881e+00  1.2565613258511918e+00
3856  1.0037450172412852e+00  1.2549376573225592e+00
3857  1.0037450172412845e+00  1.2549057262831527e+00
3858  1.0037450172412883e+00  1.2560959794749254e+00
3859  1.0037450172412863e+00  1.2564495695811655e+00
3860  1.0037450172412852e+00  1.2581910599952335e+00
3861  1.0037450172412830e+00  1.2570756019187368e+00
3862  1.0037450172412850e+00  1.2572696598626942e+00
3863  1.0037450172412843e+00  1.2576716888414412e+00
3864  1.0037450172412878e+00  1.2576918700463047e+00
3865  1.0037450172412841e+00  1.2582587613164833e+00
3866  1.0037450172412850e+00  1.2573508603984460e+00
3867  1.0037450172412870e+00  1.2571504612106112e+00
3868  1.0037450172412874e+00  1.2558717964699242e+00
3869  1.0037450172412863e+00  1.2578118154242592e+00
3870  1.0037450172412827e+00  1.2575281703174894e+00
3871  1.0037450172412836e+00  1.2578725109385964e+00
3872  1.0037450172412838e+00  1.2583615788380411e+00
3873  1.0037450172412838e+00  1.2580983591699457e+00
3874  1.0037450172412872e+00  1.2572950306625721e+00
3875  1.0037450172412834e+00  1.2561160123005619e+00
3876  1.0037450172412872e+00  1.2581886750863158e+00
3877  1.0037450172412852e+00  1.2557831581953671e+00
3878  1.0037450172412814e+00  1.2547814243226960e+00
3879  1.0037450172412843e+00  1.2548158296144445e+00
3880  1.0037450172412852e+00  1.2520723800227311e+00
3881  1.0037450172412816e+00  1.2535544257873645e+00
3882  1.0037450172412890e+00  1.2536593225139641e+00
3883  1.0037450172412845e+00  1.2537813584030892e+00
3884  1.0037450172412832e+00  1.2553097039862000e+00
3885  1.0037450172412887e+00  1.2523065499824129e+00
3886  1.0037450172412854e+00  1.2546649662813272e+00
3887  1.0037450172412834e+00  1.2536400351082788e+00
3888  1.0037450172412843e+00  1.2537029784212335e+00
3889  1.0037450172412847e+00  1.2546502750485353e+00
3890  1.0037450172412845e+00  1.2536237409769619e+00
3891  1.0037450172412856e+00  1.2539565035585776e+00
3892  1.0037450172412803e+00  1.2553590470510492e+00
3893  1.0037450172412834e+00  1.2533239338270141e+00
3894  1.0037450172412847e+00  1.2530589228989319e+00
3895  1.0037450172412858e+00  1.2543001711304895e+00
3896  1.0037450172412836e+00  1.2543731345853848e+00
3897  1.0037450172412830e+00  1.2559048477234942e+00
3898  1.0037450172412803e+00  1.2554834973130058e+00
3899  1.0037450172412843e+00  1.2561128908378381e+00
3900  1.0037450172412821e+00  1.2562012256365158e+00
3901  1.0037450172412852e+00  1.2562064630006919e+00
3902  1.0037450172412821e+00  1.2571340877587300e+00
3903  1.0037450172412825e+00  1.2554822321710382e+00
3904  1.0037450172412841e+00  1.2536910116565427e+00
3905  1.0037450172412870e+00  1.2544145846162322e+00
3906  1.0037450172412867e+00  1.2549775568910244e+00
3907  1.0037450172412838e+00  1.2539307257545849e+00
3908  1.0037450172412870e+00  1.2531130276633662e+00
3909  1.0037450172412832e+00  1.2542780272431520e+00
3910  1.0037450172412832e+00  1.2551767916053129e+00
3911  1.0037450172412843e+00  1.2566129324664657e+00
3912  1.0037450172412830e+00  1.2549404311246808e+00
3913  1.0037450172412852e+00  1.2555504683003986e+00
3914  1.0037450172412812e+00  1.2549205671416170e+00
3915  1.0037450172412854e+00  1.2541890762331573e+00
3916  1.0037450172412887e+00  1.2553662880533780e+00
3917  1.0037450172412838e+00  1.2542756230566059e+00
3918  1.0037450172412845e+00  1.2563060194491034e+00
3919  1.0037450172412885e+00  1.2553188739983900e+00
3920  1.0037450172412847e+00  1.2530005137047919e+00
3921  1.0037450172412845e+00  1.2531687448194802e+00
3922  1.0037450172412881e+00  1.2531058985864092e+00
3923  1.0037450172412841e+00  1.2514191873037164e+00
3924  1.0037450172412805e+00  1.2540259284648985e+00
3925  1.0037450172412827e+00  1.2528136907413896e+00
3926  1.0037450172412870e+00  1.2534552771910705e+00
3927  1.0037450172412847e+00  1.2537118493526720e+00
3928  1.0037450172412821e+00  1.2519626698961441e+00
3929  1.0037450172412841e+00  1.2517382007199884e+00
3930  1.0037450172412825e+00  1.2521228101415389e+00
3931  1.0037450172412834e+00  1.2523792973814860e+00
3932  1.0037450172412847e+00  1.2531454091778935e+00
3933  1.0037450172412845e+00  1.2530579242358357e+00
3934  1.0037450172412823e+00  1.2508109007050228e+00
3935  1.0037450172412856e+00  1.2531088735357025e+00
3936  1.0037450172412841e+00  1.2540588691181183e+00
3937  1.0037450172412850e+00  1.2534711842843633e+00
3938  1.0037450172412841e+00  1.2529380375391372e+00
3939  1.0037450172412874e+00  1.2529260913659224e+00
3940  1.0037450172412807e+00  1.2525032935731406e+00
3941  1.0037450172412854e+00  1.2522975163981100e+00
3942  1.0037450172412876e+00  1.2578707478767388e+00
3943  1.0037450172412830e+00  1.2546241661428568e+00
3944  1.0037450172412856e+00  1.2539669424287327e+00
3945  1.0037450172412870e+00  1.2569159250389439e+00
3946  1.0037450172412854e+00  1.2564888025053131e+00
3947  1.0037450172412863e+00  1.2579570879610842e+00
3948  1.0037450172412821e+00  1.2588411766896643e+00
3949  1.0037450172412816e+00  1.2581299132987678e+00
3950  1.0037450172412854e+00  1.2586716176969961e+00
3951  1.0037450172412825e+00  1.2564827676492156e+00
3952  1.0037450172412901e+00  1.2581866236650543e+00
3953  1.0037450172412841e+00  1.2599817263053754e+00
3954  1.0037450172412885e+00  1.2573573659836428e+00
3955  1.0037450172412803e+00  1.2577136722052153e+00
3956  1.0037450172412852e+00  1.2590302606638650e+00
3957  1.0037450172412872e+00  1.2591718410338080e+00
3958  1.0037450172412847e+00  1.2604736527089480e+00
3959  1.0037450172412894e+00  1.2574382756458331e+00
3960  1.0037450172412832e+00  1.2612394736210799e+00
3961  1.0037450172412832e+00  1.2611496364552723e+00
3962  1.0037450172412843e+00  1.2616497652304195e+00
3963  1.0037450172412823e+00  1.2600192805428323e+00
3964  1.0037450172412805e+00  1.2593710995250871e+00
3965  1.0037450172412838e+00  1.2554487107528285e+00
3966  1.0037450172412812e+00  1.2550722495526681e+00
3967  1.0037450172412870e+00  1.2536596996212483e+00
3968  1.0037450172412832e+00  1.2544333665841898e+00
3969  1.0037450172412852e+00  1.2547826881119764e+00
3970  1.0037450172412883e+00  1.2543914895497037e+00
3971  1.0037450172412852e+00  1.2542412825092835e+00
3972  1.0037450172412807e+00  1.2563303595786843e+00
3973  1.0037450172412863e+00  1.2548265824571545e+00
3974  1.0037450172412863e+00  1.2562835123205869e+00
3975  1.0037450172412841e+00  1.2562014386717162e+00
3976  1.0037450172412845e+00  1.2566043832158169e+00
3977  1.0037450172412825e+00  1.2567557257015425e+00
3978  1.0037450172412876e+00  1.2562128309354348e+00
3979  1.0037450172412876e+00  1.2567121397538163e+00
3980  1.0037450172412841e+00  1.2552005777471091e+00
3981  1.0037450172412827e+00  1.2549929859250144e+00
3982  1.0037450172412838e+00  1.2557185323668087e+00
3983  1.0037450172412863e+00  1.2539259842732500e+00
3984  1.0037450172412812e+00  1.2545928259074977e+00
3985  1.0037450172412865e+00  1.2536009113485618e+00
3986  1.0037450172412836e+00  1.2564376481444577e+00
3987  1.0037450172412838e+00  1.2555073690004039e+00
3988  1.0037450172412838e+00  1.2581479654902377e+00
3989  1.0037450172412845e+00  1.2580035011183539e+00
3990  1.0037450172412834e+00  1.2567248556012478e+00
3991  1.0037450172412801e+00  1.2568909040210854e+00
3992  1.0037450172412841e+00  1.2566392208638524e+00
3993  1.0037450172412841e+00  1.2560835677839715e+00
3994  1.0037450172412852e+00  1.2572322210992328e+00
3995  1.0037450172412883e+00  1.2571312459006088e+00
3996  1.0037450172412856e+00  1.2579809912419191e+00
3997  1.0037450172412805e+00  1.2571058561878088e+00
3998  1.0037450172412852e+00  1.2573883905859857e+00
3999  1.0037450172412790e+00  1.2565388261748338e+00
4000  1.0037450172412847e+00  1.2579684993407454e+00
4001  1.0037450172412850e+00  1.2570807380769848e+00
4002  1.0037450172412816e+00  1.2550139730630887e+00
4003  1.0037450172412827e+00  1.2551724329477725e+00
4004  1.0037450172412836e+00  1.2530972056156990e+00
4005  1.0037450172412874e+00  1.2536798351813192e+00
4006  1.0037450172412858e+00  1.2518011558105355e+00
4007  1.0037450172412827e+00  1.2532714379896832e+00
4008  1.0037450172412830e+00  1.2526288642232724e+00
4009  1.0037450172412892e+00  1.2536116601634251e+00
4010  1.0037450172412881e+00  1.2554367564461406e+00
4011  1.0037450172412856e+00  1.2541513722126019e+00
4012  1.0037450172412858e+00  1.2558748329670992e+00
4013  1.0037450172412874e+00  1.2561274944448362e+00
4014  1.0037450172412836e+00  1.2553825170207387e+00
4015  1.0037450172412841e+00  1.2543283416914743e+00
4016  1.0037450172412872e+00  1.2563118337542025e+00
4017  1.0037450172412863e+00  1.2555090576235608e+00
4018  1.0037450172412845e+00  1.2565384205515893e+00
4019  1.0037450172412845e+00  1.2566779037570166e+00
4020  1.0037450172412854e+00  1.2560199078729044e+00
4021  1.0037450172412838e+00  1.2583716543606693e+00
4022  1.0037450172412847e+00  1.2587220926542504e+00
4023  1.0037450172412841e+00  1.2602320993186671e+00
4024  1.0037450172412850e+00  1.2594576074191450e+00
4025  1.0037450172412854e+00  1.2594649721253592e+00
4026  1.0037450172412798e+00  1.2583000949296150e+00
4027  1.0037450172412850e+00  1.2584623941462521e+00
4028  1.0037450172412823e+00  1.2571609423928078e+00
4029  1.0037450172412803e+00  1.2581628251301527e+00
4030  1.0037450172412856e+00  1.2599515858922383e+00
4031  1.0037450172412870e+00  1.2586751026826604e+00
4032  1.0037450172412843e+00  1.2585846083516745e+00
4033  1.0037450172412838e+00  1.2575928544212609e+00
4034  1.0037450172412841e+00  1.2551594719394938e+00
4035  1.0037450172412845e+00  1.2549721006807966e+00
4036  1.0037450172412885e+00  1.2555515140350355e+00
4037  1.0037450172412827e+00  1.2558918005488151e+00
4038  1.0037450172412772e+00  1.2567471645053474e+00
4039  1.0037450172412852e+00  1.2550737743734894e+00
4040  1.0037450172412776e+00  1.2563788276408197e+00
4041  1.0037450172412825e+00  1.2590164202470373e+00
4042  1.0037450172412841e+00  1.2571511997342204e+00
4043  1.0037450172412832e+00  1.2578665250278984e+00
4044  1.0037450172412867e+00  1.2570682849860355e+00
4045  1.0037450172412863e+00  1.2559484973551256e+00
4046  1.0037450172412836e+00  1.2556158326046087e+00
4047  1.0037450172412847e+00  1.2555426006944592e+00
4048  1.0037450172412827e+00  1.2578230448845162e+00
4049  1.0037450172412850e+00  1.2587958497297302e+00
4050  1.0037450172412845e+00  1.2589536532404018e+00
4051  1.0037450172412865e+00  1.2569848104598524e+00
4052  1.0037450172412836e+00  1.2575992118083006e+00
4053  1.0037450172412843e+00  1.2559528596854770e+00
4054  1.0037450172412823e+00  1.2559562474676156e+00
4055  1.0037450172412850e+00  1.2566470567199066e+00
4056  1.0037450172412838e+00  1.2554528505140339e+00
4057  1.0037450172412870e+00  1.2547654071580654e+00
4058  1.0037450172412832e+00  1.2562638870763321e+00
4059  1.0037450172412852e+00  1.2549951357301996e+00
4060  1.0037450172412823e+00  1.2555861262715489e+00
4061  1.0037450172412834e+00  1.2571000275957405e+00
4062  1.0037450172412876e+00  1.2554715504147791e+00
4063  1.0037450172412836e+00  1.2564365989446564e+00
4064  1.0037450172412850e+00  1.2524469381470040e+00
4065  1.0037450172412845e+00  1.2535817610095961e+00
4066  1.0037450172412838e+00  1.2534566497010160e+00
4067  1.0037450172412867e+00  1.2499482685880989e+00
4068  1.0037450172412841e+00  1.2541984986118051e+00
4069  1.0037450172412865e+00  1.2546207412851249e+00
4070  1.0037450172412843e+00  1.2558714517099858e+00
4071  1.0037450172412832e+00  1.2548514247408411e+00
4072  1.0037450172412827e+00  1.2541151112939144e+00
4073  1.0037450172412887e+00  1.2545377108541675e+00
4074  1.0037450172412847e+00  1.2517863163322596e+00
4075  1.0037450172412843e+00  1.2532231664014339e+00
4076  1.0037450172412841e+00  1.2535194790545481e+00
4077  1.0037450172412841e+00  1.2537062649395472e+00
4078  1.0037450172412832e+00  1.2547688571696161e+00
4079  1.0037450172412852e+00  1.2544717059430648e+00
4080  1.0037450172412887e+00  1.2550616497920202e+00
4081  1.0037450172412867e+00  1.2561211943144048e+00
4082  1.0037450172412825e+00  1.2563050599737797e+00
4083  1.0037450172412863e+00  1.2568187688255821e+00
4084  1.0037450172412847e+00  1.2547022094595741e+00
4085  1.0037450172412834e+00  1.2549093622281768e+00
4086  1.0037450172412856e+00  1.2537199783681663e+00
4087  1.0037450172412863e+00  1.2535353720176052e+00
4088  1.0037450172412843e+00  1.2540440133078261e+00
4089  1.0037450172412847e+00  1.2538961361686911e+00
4090  1.0037450172412807e+00  1.2545471948866538e+00
4091  1.0037450172412827e+00  1.2525546147149302e+00
4092  1.0037450172412847e+00  1.2550855194685342e+00
4093  1.0037450172412850e+00  1.2553723959435075e+00
4094  1.0037450172412847e+00  1.2553067387708332e+00
4095  1.0037450172412838e+00  1.2549540638380210e+00
4096  1.0037450172412807e+00  1.2554439080271718e+00
4097  1.0037450172412838e+00  1.2551142585485400e+00
4098  1.0037450172412803e+00  1.2554449066769877e+00
4099  1.0037450172412830e+00  1.2552971479133253e+00
4100  1.0037450172412883e+00  1.2564655471129120e+00
4101  1.0037450172412807e+00  1.2557312031634500e+00
4102  1.0037450172412834e+00  1.2576098664762161e+00
4103  1.0037450172412832e+00  1.2565294985224744e+00
4104  1.0037450172412841e+00  1.2578899824517003e+00
4105  1.0037450172412850e+00  1.2574221042559846e+00
4106  1.0037450172412834e+00  1.2587678006962508e+00
4107  1.0037450172412850e+00  1.2580968881850467e+00
4108  1.0037450172412832e+00  1.2561951129607698e+00
4109  1.0037450172412858e+00  1.2572157039322926e+00
4110  1.0037450172412843e+00  1.2597099077996494e+00
4111  1.0037450172412830e+00  1.2598170205294903e+00
4112  1.0037450172412827e+00  1.2567290524109194e+00
4113  1.0037450172412856e+00  1.2585042254324710e+00
4114  1.0037450172412847e+00  1.2596258779199421e+00
4115  1.0037450172412801e+00  1.2606324586497988e+00
4116  1.0037450172412845e+00  1.2616741527295974e+00
4117  1.0037450172412876e+00  1.2595965849319621e+00
4118  1.0037450172412847e+00  1.2574375859711067e+00
4119  1.0037450172412845e+00  1.2575328771893233e+00
4120  1.0037450172412827e+00  1.2566202923739087e+00
4121  1.0037450172412887e+00  1.2574878725377741e+00
4122  1.0037450172412858e+00  1.2579109750660165e+00
4123  1.0037450172412847e+00  1.2595749807938719e+00
4124  1.0037450172412865e+00  1.2584233125001121e+00
4125  1.0037450172412838e+00  1.2562532687021220e+00
4126  1.0037450172412827e+00  1.2580633555462422e+00
4127  1.0037450172412850e+00  1.2551335035157196e+00
4128  1.0037450172412856e+00  1.2550839899361501e+00
4129  1.0037450172412867e+00  1.2561659019612987e+00
4130  1.0037450172412812e+00  1.2583698863553985e+00
4131  1.0037450172412832e+00  1.2564876055842495e+00
4132  1.0037450172412858e+00  1.2570280350471885e+00
4133  1.0037450172412845e+00  1.2551943859306050e+00
4134  1.0037450172412834e+00  1.2536392095907618e+00
4135  1.0037450172412836e+00  1.2536461222508912e+00
4136  1.0037450172412838e+00  1.2540219878552046e+00
4137  1.0037450172412836e+00  1.2549652203254062e+00
4138  1.0037450172412847e+00  1.2549870106449681e+00
4139  1.0037450172412892e+00  1.2540992631271701e+00
4140  1.0037450172412867e+00  1.2543691001061317e+00
4141  1.0037450172412847e+00  1.2542193248063946e+00
4142  1.0037450172412852e+00  1.2527758081952769e+00
4143  1.0037450172412838e+00  1.2535030644396512e+00
4144  1.0037450172412836e+00  1.2553259005994233e+00
4145  1.0037450172412850e+00  1.2545899343638807e+00
4146  1.0037450172412863e+00  1.2538704775142733e+00
4147  1.0037450172412865e+00  1.2540986638040572e+00
4148  1.0037450172412847e+00  1.2525674276754470e+00
4149  1.0037450172412838e+00  1.2540599895681557e+00
4150  1.0037450172412845e+00  1.2547224612833139e+00
4151  1.0037450172412810e+00  1.2562269390555862e+00
4152  1.0037450172412814e+00  1.2578328860267345e+00
4153  1.0037450172412887e+00  1.2566975903220792e+00
4154  1.0037450172412823e+00  1.2567431503533570e+00
4155  1.0037450172412841e+00  1.2556315736028636e+00
4156  1.0037450172412836e+00  1.2559133881279769e+00
4157  1.0037450172412872e+00  1.2538905014837456e+00
4158  1.0037450172412870e+00  1.2557796884912580e+00
4159  1.0037450172412845e+00  1.2541352367362111e+00
4160  1.0037450172412827e+00  1.2545927223171944e+00
4161  1.0037450172412896e+00  1.2521357153649606e+00
4162  1.0037450172412852e+00  1.2534048515610947e+00
4163  1.0037450172412832e+00  1.2534145673567929e+00
4164  1.0037450172412821e+00  1.2544709219524175e+00
4165  1.0037450172412821e+00  1.2529783683374640e+00
4166  1.0037450172412876e+00  1.2528603698426719e+00
4167  1.0037450172412843e+00  1.2534098395065245e+00
4168  1.0037450172412823e+00  1.2528723638065058e+00
4169  1.0037450172412841e+00  1.2543547040454430e+00
4170  1.0037450172412847e+00  1.2529690031124587e+00
4171  1.0037450172412863e+00  1.2535117752184453e+00
4172  1.0037450172412818e+00  1.2538612441478585e+00
4173  1.0037450172412856e+00  1.2519427814037671e+00
4174  1.0037450172412847e+00  1.2513040953450094e+00
4175  1.0037450172412854e+00  1.2521650295856495e+00
4176  1.0037450172412867e+00  1.2519950210533555e+00
4177  1.0037450172412870e+00  1.2542384095641772e+00
4178  1.0037450172412841e+00  1.2545574568828606e+00
4179  1.0037450172412854e+00  1.2533471324984016e+00
4180  1.0037450172412847e+00  1.2544505215788480e+00
4181  1.0037450172412878e+00  1.2532558582344313e+00
4182  1.0037450172412832e+00  1.2534767163206111e+00
4183  1.0037450172412825e+00  1.2543655094284338e+00
4184  1.0037450172412856e+00  1.2540358131986924e+00
4185  1.0037450172412810e+00  1.2556071230553079e+00
4186  1.0037450172412770e+00  1.2561047701838872e+00
4187  1.0037450172412872e+00  1.2555421661394661e+00
4188  1.0037450172412838e+00  1.2558098870217631e+00
4189  1.0037450172412872e+00  1.2542262398685324e+00
4190  1.0037450172412821e+00  1.2553325155912638e+00
4191  1.0037450172412885e+00  1.2555590172356459e+00
4192  1.0037450172412876e+00  1.2578755881566477e+00
4193  1.0037450172412841e+00  1.2571878347875629e+00
4194  1.0037450172412887e+00  1.2554889324728977e+00
4195  1.0037450172412903e+00  1.2583630410004250e+00
4196  1.0037450172412865e+00  1.2568558006086616e+00
4197  1.0037450172412865e+00  1.2543280151509524e+00
4198  1.0037450172412838e+00  1.2554437959533480e+00
4199  1.0037450172412812e+00  1.2545774268966543e+00
4200  1.0037450172412878e+00  1.2563547918422513e+00
4201  1.0037450172412834e+00  1.2590219897386792e+00
4202  1.0037450172412881e+00  1.2555118987364231e+00
4203  1.0037450172412867e+00  1.2568685168641949e+00
4204  1.0037450172412810e+00  1.2582762212891945e+00
4205  1.0037450172412841e+00  1.2590652924854238e+00
4206  1.0037450172412821e+00  1.2581895057816959e+00
4207  1.0037450172412850e+00  1.2573445867046134e+00
4208  1.0037450172412845e+00  1.2597254369061432e+00
4209  1.0037450172412827e+00  1.2600457251122530e+00
4210  1.0037450172412845e+00  1.2613102649922838e+00
4211  1.0037450172412856e+00  1.2589120342526936e+00
4212  1.0037450172412834e+00  1.2598499707563753e+00
4213  1.0037450172412861e+00  1.2589895991200406e+00
4214  1.0037450172412854e+00  1.2593203338129511e+00
4215  1.0037450172412861e+00  1.2574553508952109e+00
4216  1.0037450172412823e+00  1.2577082783131635e+00
4217  1.0037450172412872e+00  1.2568512597167867e+00
4218  1.0037450172412836e+00  1.2563991307595659e+00
4219  1.0037450172412865e+00  1.2561054211631171e+00
4220  1.0037450172412794e+00  1.2555363022596413e+00
4221  1.0037450172412867e+00  1.2561673623270206e+00
4222  1.0037450172412814e+00  1.2577716275999573e+00
4223  1.0037450172412874e+00  1.2584371810330923e+00
4224  1.0037450172412896e+00  1.2538748713204846e+00
4225  1.0037450172412818e+00  1.2565310405316401e+00
4226  1.0037450172412861e+00  1.2563881058366031e+00
4227  1.0037450172412823e+00  1.2582389926996849e+00
4228  1.0037450172412830e+00  1.2580294729072279e+00
4229  1.0037450172412870e+00  1.2558502676265548e+00
4230  1.0037450172412830e+00  1.2564432925641023e+00
4231  1.0037450172412816e+00  1.2541942162014552e+00
4232  1.0037450172412854e+00  1.2535286991362864e+00
4233  1.0037450172412874e+00  1.2540693348560652e+00
4234  1.0037450172412841e+00  1.2523638729358959e+00
4235  1.0037450172412863e+00  1.2526977005074178e+00
4236  1.0037450172412818e+00  1.2533686273303499e+00
4237  1.0037450172412854e+00  1.2506692326131432e+00
4238  1.0037450172412790e+00  1.2524120243089625e+00
4239  1.0037450172412870e+00  1.2518188997523676e+00
4240  1.0037450172412830e+00  1.2538301145342066e+00
4241  1.0037450172412823e+00  1.2518103459914807e+00
4242  1.0037450172412832e+00  1.2520758813134110e+00
4243  1.0037450172412823e+00  1.2541302008593318e+00
4244  1.0037450172412823e+00  1.2549345955619990e+00
4245  1.0037450172412845e+00  1.2553346267524463e+00
4246  1.0037450172412881e+00  1.2547929863529190e+00
4247  1.0037450172412863e+00  1.2548086486527157e+00
4248  1.0037450172412830e+00  1.2557465209277343e+00
4249  1.0037450172412841e+00  1.2544709182143952e+00
4250  1.0037450172412865e+00  1.2535032974543743e+00
4251  1.0037450172412843e+00  1.2543528784235778e+00
4252  1.0037450172412836e+00  1.2547265401324279e+00
4253  1.0037450172412798e+00  1.2548956166783465e+00
4254  1.0037450172412798e+00  1.2548496726752389e+00
4255  1.0037450172412827e+00  1.2534809626751129e+00
4256  1.0037450172412816e+00  1.2543035570021674e+00
4257  1.0037450172412876e+00  1.2512293974447666e+00
4258  1.0037450172412843e+00  1.2540068466399110e+00
4259  1.0037450172412845e+00  1.2529031804515709e+00
4260  1.0037450172412874e+00  1.2538451803140798e+00
4261  1.0037450172412830e+00  1.2542329691110936e+00
4262  1.0037450172412847e+00  1.2555856191453019e+00
4263  1.0037450172412812e+00  1.2556595471451939e+00
4264  1.0037450172412856e+00  1.2545557967064638e+00
4265  1.0037450172412847e+00  1.2540069891242553e+00
4266  1.0037450172412858e+00  1.2541285168736445e+00
4267  1.0037450172412874e+00  1.2530764758416812e+00
4268  1.0037450172412852e+00  1.2536644237341947e+00
4269  1.0037450172412836e+00  1.2547018958402238e+00
4270  1.0037450172412845e+00  1.2529196431561549e+00
4271  1.0037450172412847e+00  1.2551277662984237e+00
4272  1.0037450172412801e+00  1.2535985291607452e+00
4273  1.0037450172412830e+00  1.2522949962917374e+00
4274  1.0037450172412854e+00  1.2508506180245285e+00
4275  1.0037450172412836e+00  1.2540005752262469e+00
4276  1.0037450172412870e+00  1.2527833827712540e+00
4277  1.0037450172412841e+00  1.2511525959166812e+00
4278  1.0037450172412830e+00  1.2515343343702612e+00
4279  1.0037450172412845e+00  1.2516664321020166e+00
4280  1.0037450172412865e+00  1.2520959433998524e+00
4281  1.0037450172412863e+00  1.2499234881861361e+00
4282  1.0037450172412823e+00  1.2513777072873984e+00
4283  1.0037450172412827e+00  1.2522253541438413e+00
4284  1.0037450172412838e+00  1.2535784073793437e+00
4285  1.0037450172412863e+00  1.2569505446208287e+00
4286  1.0037450172412832e+00  1.2567251783403355e+00
4287  1.0037450172412874e+00  1.2556941169753237e+00
4288  1.0037450172412854e+00  1.2528917737132932e+00
4289  1.0037450172412861e+00  1.2524152621253970e+00
4290  1.0037450172412832e+00  1.2516390400780988e+00
4291  1.0037450172412852e+00  1.2511253410392091e+00
4292  1.0037450172412827e+00  1.2543563007547833e+00
4293  1.0037450172412825e+00  1.2524765107647400e+00
4294  1.0037450172412841e+00  1.2510388706689870e+00
4295  1.0037450172412861e+00  1.2530836633813776e+00
4296  1.0037450172412838e+00  1.2556143284527919e+00
4297  1.0037450172412825e+00  1.2551355089835401e+00
4298  1.0037450172412796e+00  1.2559072313317226e+00
4299  1.0037450172412856e+00  1.2559643334795410e+00
4300  1.0037450172412836e+00  1.2543903838403456e+00
4301  1.0037450172412850e+00  1.2530846070378432e+00
4302  1.0037450172412861e+00  1.2554208464734291e+00
4303  1.0037450172412823e+00  1.2560288165338027e+00
4304  1.0037450172412870e+00  1.2537881784297504e+00
4305  1.0037450172412894e+00  1.2531604468373878e+00
4306  1.0037450172412843e+00  1.2528503674389577e+00
4307  1.0037450172412836e+00  1.2523261544858466e+00
4308  1.0037450172412830e+00  1.2506801934503886e+00
4309  1.0037450172412841e+00  1.2541612812532041e+00
4310  1.0037450172412856e+00  1.2519936247193415e+00
4311  1.0037450172412823e+00  1.2530251999470978e+00
4312  1.0037450172412865e+00  1.2534165938216510e+00
4313  1.0037450172412847e+00  1.2541011665705524e+00
4314  1.0037450172412852e+00  1.2540356309274108e+00
4315  1.0037450172412807e+00  1.2511063456559273e+00
4316  1.0037450172412856e+00  1.2509847704706252e+00
4317  1.0037450172412818e+00  1.2498674323292838e+00
4318  1.0037450172412863e+00  1.2520950125603671e+00
4319  1.0037450172412878e+00  1.2527516581878795e+00
4320  1.0037450172412852e+00  1.2530391458341177e+00
4321  1.0037450172412836e+00  1.2534319273365873e+00
4322  1.0037450172412905e+00  1.2498457098127920e+00
4323  1.0037450172412823e+00  1.2509695387787780e+00
4324  1.0037450172412834e+00  1.2521854665154646e+00
4325  1.0037450172412794e+00  1.2523211105696277e+00
4326  1.0037450172412836e+00  1.2521116134614885e+00
4327  1.0037450172412834e+00  1.2520996356710248e+00
4328  1.0037450172412890e+00  1.2512512611028290e+00
4329  1.0037450172412787e+00  1.2513673011727926e+00
4330  1.0037450172412832e+00  1.2532492474932808e+00
4331  1.0037450172412863e+00  1.2531971018394579e+00
4332  1.0037450172412845e+00  1.2514845604508693e+00
4333  1.0037450172412861e+00  1.2506607011183901e+00
4334  1.0037450172412881e+00  1.2509885085034778e+00
4335  1.0037450172412836e+00  1.2522540200309045e+00
4336  1.0037450172412825e+00  1.2532394486910452e+00
4337  1.0037450172412887e+00  1.2515044228721335e+00
4338  1.0037450172412883e+00  1.2519379698104158e+00
4339  1.0037450172412863e+00  1.2519196558384671e+00
4340  1.0037450172412874e+00  1.2494847842851846e+00
4341  1.0037450172412865e+00  1.2498062667787151e+00
4342  1.0037450172412914e+00  1.2511811478033492e+00
4343  1.0037450172412872e+00  1.2501885853970121e+00
4344  1.0037450172412847e+00  1.2517435639666472e+00
4345  1.0037450172412832e+00  1.2529750654319263e+00
4346  1.0037450172412878e+00  1.2530624184075916e+00
4347  1.0037450172412856e+00  1.2555012143391544e+00
4348  1.0037450172412872e+00  1.2542829536545259e+00
4349  1.0037450172412843e+00  1.2554390561213273e+00
4350  1.0037450172412816e+00  1.2543162481681480e+00
4351  1.0037450172412850e+00  1.2567984170613671e+00
4352  1.0037450172412870e+00  1.2551041465193922e+00
4353  1.0037450172412783e+00  1.2563581239847958e+00
4354  1.0037450172412854e+00  1.2566982349372480e+00
4355  1.0037450172412881e+00  1.2564491705880856e+00
4356  1.0037450172412861e+00  1.2563212531900860e+00
